-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1610612711,18,18,18,18,18,18,18,18,18,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,21,22,22,22,22,22,22,22,22,22,22,22,44,45,22,33,-1,17,18,18,18,18,18,-1610612711,19,-1,35,22,44,45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24
36,37,38,38,38,38,38,38,38,38,38,38,38,60,61,38,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,38,60,61,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,40
52,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,77,-1,35,-1,-1,-1,-1,139,140,141,-1,-1,-1,33,-1,76,77,-1,-1,-1,-1,-1,-1,97,97,97,97,97,97,97,97,97,97,97,-2147483623,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,155,156,157,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,113,113,113,113,113,113,113,113,113,113,-2147483623,56
52,25,-1,-1,97,97,102,97,97,97,97,97,97,97,97,-1,17,-1,-1,-1,-1,171,172,173,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483623,25
52,25,-1,-1,113,113,118,113,113,113,113,113,113,113,113,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,99,98,98,98,99,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483623,25
52,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34,-1,-1,-1,-1,-1,-1,-1,-1,34,35,-1,-1,-1,115,114,114,114,115,116,-1,-1,97,97,97,97,97,97,97,-1,-1,-2147483623,25
52,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,50,23,24,97,98,99,100,81,24,50,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483623,25
52,25,-1,-1,-1,-1,97,97,97,97,97,97,-1,-1,97,-1,65,66,39,40,113,114,115,116,97,40,66,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483623,25
52,25,-1,-1,-1,-1,113,113,113,113,113,113,-1,-1,113,-1,-1,-1,55,56,-1,-1,-1,-1,113,56,-1,-1,-1,-1,-1,-1,-1,98,99,98,98,99,100,102,98,-1,-1,-1,-1,-1,-1,-1,-2147483623,25
52,25,-1,-1,-1,-1,97,97,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,115,114,114,115,116,118,114,-1,-1,-1,-1,-1,97,97,-2147483623,25
52,41,-1,-1,-1,-1,113,113,113,113,-1,-1,-1,-1,97,97,97,97,97,102,97,97,97,97,-1,-1,-1,100,97,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,113,-2147483607,41
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,113,113,113,113,118,113,113,113,113,-1,-1,-1,116,113,113,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483591,57
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,-1,-1,50,50,50,-1,-1,26,56
52,57,-1,-1,-1,-1,98,98,99,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,66,66,-1,-1,66,66,66,-1,-1,26,56
52,57,-1,-1,-1,-1,114,114,115,116,-1,-1,50,97,97,97,97,97,97,-1,-1,97,97,97,-1,97,97,97,97,97,97,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,99,100,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,99,99,99,98,98,99,99,100,-1,-1,98,98,99,99,99,99,99,98,99,100,-1,-1,114,114,115,116,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,115,115,115,114,114,115,115,116,-1,-1,114,114,115,115,115,115,115,114,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,97,97,-1,-1,98,98,98,99,99,99,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,113,113,113,-1,-1,114,114,114,115,115,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,98,99,100,-1,-1,98,98,98,99,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,114,114,115,116,-1,-1,114,114,114,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,99,99,99,98,99,100,-1,-1,99,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,114,115,115,115,114,115,116,-1,-1,115,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,99,100,102,98,98,99,99,-1,-1,99,99,98,99,100,-1,-1,98,98,99,100,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,97,97,97,97,97,-1,-1,97,97,97,-1,-1,-1,-1,-1,-1,-1,114,115,116,118,114,114,115,115,-1,-1,115,115,114,115,116,-1,-1,114,114,115,116,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,113,113,113,113,113,-1,-1,113,113,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,98,99,99,99,99,99,99,99,99,98,98,99,100,102,98,98,98,98,98,99,100,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,98,98,99,99,99,98,99,100,-1,-1,-1,-1,-1,-1,-1,114,114,114,115,115,115,115,115,115,115,115,114,114,115,116,118,114,114,114,114,114,115,116,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,114,114,115,115,115,114,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,99,99,99,98,99,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,98,99,99,98,99,98,99,100,-1,-1,98,99,99,99,99,98,99,100,114,114,115,115,115,114,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,114,115,115,114,115,114,115,116,-1,-1,114,115,115,115,115,114,115,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
52,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,56
