-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483399,138,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,57,-1,25,-1,-1,-1,-1,-1,-1,25,-1,25,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,25,-1,25,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,25,-1,25,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,25,-1,25,-1
-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,-1,25,-1,25,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,41,-1,41,-1
-1,-1,-1,-1,41,-1,25,-1,-1,-1,25,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,57,-1,57,-1
-1,-1,-1,-1,57,-1,41,-1,-1,-1,25,-1,25,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,25,-1,-1,-1,41,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,41,-1,-1,41,-1,41,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,25,-1,25,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,-1,25,-1,-1,-1,57,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,57,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,25,-1,-1,41,-1,41,-1,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,41,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,41,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,41,-1,-1,57,-1,57,-1,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,57,-1,25,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,57,57,-1,-1,-1,-1,-1,-1,-1,57,101,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,117,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,-1,-1,41,-1,41,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,41,-1,25,-1,-1,-1,-1,41,-1,-1,-1,57,-1,57,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,57,-1,25,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,41,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,57,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,57,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,57,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,25,-1,25,-1,-1,-1,25,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,25,-1,25,-1,-1,-1,-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,41,-1,41,-1,-1,-1,41,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,57,-1,-1,-1,-1,41,-1,41,-1,-1,25,-1,-1,-1,-1,25,-1,57,-1,-1,-1,-1,-1,-1,-1,57,-1,57,-1,-1,-1,-1,57,-1,57,-1,-1,-1,57,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,41,-1,-1,-1,-1,57,-1,57,-1,-1,25,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1
